Round Number,Date,Location,Home Team,Away Team,Home Score,Away Score
18,22/02/2019 16:00,Bankers Life Fieldhouse,Indiana Pacers,New Orleans Pelicans,126,111
18,23/02/2019 16:00,Smoothie King Center,New Orleans Pelicans,Los Angeles Lakers,128,115
18,25/02/2019 17:00,Smoothie King Center,New Orleans Pelicans,Philadelphia 76ers,110,111
18,27/02/2019 19:30,Staples Center,Los Angeles Lakers,New Orleans Pelicans,125,119
19,01/03/2019 18:00,Talking Stick Resort Arena,Phoenix Suns,New Orleans Pelicans,116,130
19,02/03/2019 18:00,Pepsi Center,Denver Nuggets,New Orleans Pelicans,112,120
19,04/03/2019 18:00,Vivint Smart Home Arena,Utah Jazz,New Orleans Pelicans,112,115
19,06/03/2019 17:00,Smoothie King Center,New Orleans Pelicans,Utah Jazz,104,114
20,08/03/2019 17:00,Smoothie King Center,New Orleans Pelicans,Toronto Raptors,104,127
20,10/03/2019 15:00,State Farm Arena,Atlanta Hawks,New Orleans Pelicans,128,116
20,12/03/2019 17:00,Smoothie King Center,New Orleans Pelicans,Milwaukee Bucks,113,130
21,15/03/2019 17:00,Smoothie King Center,New Orleans Pelicans,Portland Trail Blazers,110,122
21,16/03/2019 16:00,Smoothie King Center,New Orleans Pelicans,Phoenix Suns,136,138
21,18/03/2019 17:30,American Airlines Center,Dallas Mavericks,New Orleans Pelicans,125,129
21,20/03/2019 16:00,Amway Center,Orlando Magic,New Orleans Pelicans,119,96
22,24/03/2019 16:00,Smoothie King Center,New Orleans Pelicans,Houston Rockets,90,113
22,26/03/2019 17:00,Smoothie King Center,New Orleans Pelicans,Atlanta Hawks,120,130
23,28/03/2019 17:00,Smoothie King Center,New Orleans Pelicans,Sacramento Kings,121,118
23,31/03/2019 15:00,Smoothie King Center,New Orleans Pelicans,Los Angeles Lakers,102,130
23,03/04/2019 17:00,Smoothie King Center,New Orleans Pelicans,Charlotte Hornets,109,115
24,05/04/2019 19:00,Talking Stick Resort Arena,Phoenix Suns,New Orleans Pelicans,133,126
24,07/04/2019 18:00,Golden 1 Center,Sacramento Kings,New Orleans Pelicans,129,133
24,09/04/2019 17:00,Smoothie King Center,New Orleans Pelicans,Golden State Warriors,103,112
