Round Number,Date,Location,Home Team,Away Team,Home Score,Away Score
14,18/01/2019 16:00,Amway Center,Orlando Magic,Brooklyn Nets,115,117
14,19/01/2019 16:00,Amway Center,Orlando Magic,Milwaukee Bucks,108,118
14,21/01/2019 12:00,State Farm Arena,Atlanta Hawks,Orlando Magic,103,122
14,23/01/2019 16:30,Barclays Center,Brooklyn Nets,Orlando Magic,114,110
15,25/01/2019 16:00,Amway Center,Orlando Magic,Washington Wizards,91,95
15,27/01/2019 16:00,Toyota Center,Houston Rockets,Orlando Magic,103,98
15,29/01/2019 16:00,Amway Center,Orlando Magic,Oklahoma City Thunder,117,126
16,31/01/2019 16:00,Amway Center,Orlando Magic,Indiana Pacers,107,100
16,02/02/2019 16:00,Amway Center,Orlando Magic,Brooklyn Nets,102,89
16,05/02/2019 17:00,Chesapeake Energy Arena,Oklahoma City Thunder,Orlando Magic,132,122
17,07/02/2019 16:00,Amway Center,Orlando Magic,Minnesota Timberwolves,122,112
17,09/02/2019 18:00,Fiserv Forum,Milwaukee Bucks,Orlando Magic,83,103
17,10/02/2019 16:30,State Farm Arena,Atlanta Hawks,Orlando Magic,108,124
17,12/02/2019 17:00,Smoothie King Center,New Orleans Pelicans,Orlando Magic,88,118
17,14/02/2019 16:00,Amway Center,Orlando Magic,Charlotte Hornets,127,89
18,22/02/2019 16:00,Amway Center,Orlando Magic,Chicago Bulls,109,110
18,24/02/2019 12:30,Scotiabank Arena,Toronto Raptors,Orlando Magic,98,113
18,26/02/2019 16:30,Madison Square Garden,New York Knicks,Orlando Magic,108,103
19,28/02/2019 16:00,Amway Center,Orlando Magic,Golden State Warriors,103,96
19,02/03/2019 16:00,Bankers Life Fieldhouse,Indiana Pacers,Orlando Magic,112,117
19,03/03/2019 15:00,Quicken Loans Arena,Cleveland Cavaliers,Orlando Magic,107,93
19,05/03/2019 16:00,Wells Fargo Center,Philadelphia 76ers,Orlando Magic,114,106
20,08/03/2019 16:00,Amway Center,Orlando Magic,Dallas Mavericks,111,106
20,10/03/2019 15:00,FedEx Forum,Memphis Grizzlies,Orlando Magic,105,97
20,13/03/2019 16:00,Capital One Arena,Washington Wizards,Orlando Magic,100,90
20,14/03/2019 16:00,Amway Center,Orlando Magic,Cleveland Cavaliers,120,91
21,17/03/2019 15:00,Amway Center,Orlando Magic,Atlanta Hawks,101,91
21,20/03/2019 16:00,Amway Center,Orlando Magic,New Orleans Pelicans,119,96
22,22/03/2019 16:00,Amway Center,Orlando Magic,Memphis Grizzlies,123,119
22,25/03/2019 16:00,Amway Center,Orlando Magic,Philadelphia 76ers,119,98
22,26/03/2019 16:30,American Airlines Arena,Miami Heat,Orlando Magic,99,104
22,28/03/2019 16:00,Little Caesars Arena,Detroit Pistons,Orlando Magic,115,98
23,30/03/2019 16:00,Bankers Life Fieldhouse,Indiana Pacers,Orlando Magic,116,121
23,01/04/2019 16:30,Scotiabank Arena,Toronto Raptors,Orlando Magic,121,109
23,03/04/2019 16:00,Amway Center,Orlando Magic,New York Knicks,114,100
24,05/04/2019 16:00,Amway Center,Orlando Magic,Atlanta Hawks,149,113
24,07/04/2019 16:30,TD Garden,Boston Celtics,Orlando Magic,108,116
24,10/04/2019 17:00,Spectrum Center,Charlotte Hornets,Orlando Magic,114,122
